Age,Age_Group,Attriation_Num,Attrition,Attrition Status,Attrition_Flag,BusinessTravel,Current_Role_Tenure_Band,DailyRate,Department,dept,Distance_Band,DistanceFromHome,Education,Education_Label,EducationField,EmpID,Env_Sat_lable,EnvironmentSatisfaction,Experience_Band,Gender,HourlyRate,Income_Band,Job_Involve_lable,Job_Sat_lable,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,Overtime Custom,OverTime_Flag,PercentSalaryHike,PerformanceRating,Previous_Employers_Band,Promotion Band new,Sum of Promotion Band Sort,Promotion_Gap_Band,Relationship_Sat_lable,RelationshipSatisfaction,Salary_Hike_Band,StockOptionLevel,Tenure_Band,Total Working Experience Band,TrainingTimesLastYear,TotalWorkingYears,W_L_Balance_lable,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,309,Sales,Sales,6-10,10,4,Master,Life Sciences,EMP-1105,Very High,4,6-10 Years,Female,88,$5000-$7000,Medium,Very High,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,Overtime,1,14,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,3,0-1 Years,6–10 Years,5,8,High,3,1,0,0,0
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,342,Sales,Sales,11-20,16,4,Master,Marketing,EMP-868,Very High,4,6-10 Years,Male,66,$5000-$7000,Medium,High,2,2,Sales Executive,3,Divorced,6334,24558,4,No,Standard,0,19,3,9+,0-1 Years,1,0-2 Years,Very High,4,16-20%,2,0-1 Years,6–10 Years,2,9,High,3,1,0,0,0
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,367,Research & Development,R & D,21+,25,2,College,Medical,EMP-1161,High,3,6-10 Years,Female,52,$5000-$7000,Medium,Very High,2,2,Healthcare Representative,4,Divorced,5731,17171,7,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,2,6-10 Years,6–10 Years,2,9,High,3,6,2,1,3
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,397,Research & Development,R & D,6-10,7,4,Master,Medical,EMP-102,Low,1,11-20 Years,Male,30,$10000-$15000,High,High,3,3,Research Director,3,Single,13664,25258,4,No,Standard,0,13,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,0,2-5 Years,16–20 Years,3,16,Very High,4,5,2,0,2
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,408,Research & Development,R & D,11-20,19,2,College,Life Sciences,EMP-61,Medium,2,6-10 Years,Male,73,$3000-$5000,High,Medium,3,1,Research Scientist,2,Married,3022,10227,4,No,Standard,0,21,4,9+,0-1 Years,1,0-2 Years,Low,1,21%+,0,0-1 Years,6–10 Years,1,8,High,3,1,0,0,0
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,558,Sales,Sales,0-5,2,3,Bachelor,Marketing,EMP-656,Very High,4,11-20 Years,Male,75,$7000-$10000,High,High,3,2,Sales Executive,3,Married,9602,3010,4,Yes,Overtime,1,11,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,1,2-5 Years,16–20 Years,3,17,Medium,2,3,0,1,0
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,589,Sales,Sales,6-10,9,2,College,Marketing,EMP-1787,Medium,2,0-5 Years,Male,46,$3000-$5000,Medium,Medium,2,2,Sales Executive,2,Married,4189,8800,1,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,2,2-5 Years,0–5 Years,2,5,High,3,5,2,0,3
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,1017,Research & Development,R & D,0-5,1,2,College,Medical,EMP-340,High,3,11-20 Years,Female,83,$3000-$5000,Medium,Low,2,1,Research Scientist,1,Married,3920,18697,2,No,Standard,0,14,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,1,2-5 Years,16–20 Years,2,17,Medium,2,3,1,0,2
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,1192,Research & Development,R & D,0-5,5,2,College,Medical,EMP-460,Very High,4,6-10 Years,Male,61,$5000-$7000,High,Very High,3,2,Manufacturing Director,4,Divorced,6347,23177,7,No,Standard,0,16,3,9+,0-1 Years,1,0-2 Years,High,3,16-20%,2,6-10 Years,6–10 Years,2,8,Medium,2,6,2,0,4
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,1225,Research & Development,R & D,6-10,10,2,College,Life Sciences,EMP-715,Very High,4,0-5 Years,Male,80,$3000-$5000,Very High,Very High,4,1,Research Scientist,4,Single,4680,15232,3,No,Standard,0,17,3,9+,0-1 Years,1,0-2 Years,Low,1,16-20%,0,0-1 Years,0–5 Years,2,4,High,3,1,0,0,0
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,1239,Human Resources,HR,6-10,8,2,College,Other,EMP-1794,High,3,11-20 Years,Male,89,$3000-$5000,High,Medium,3,2,Human Resources,2,Divorced,4071,12832,2,No,Standard,0,13,3,1-2,4–5 Years,3,3-5 Years,High,3,11-15%,0,6-10 Years,16–20 Years,4,19,Medium,2,10,0,4,7
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,1305,Research & Development,R & D,6-10,10,4,Master,Life Sciences,EMP-518,High,3,11-20 Years,Male,49,$3000-$5000,High,Medium,3,2,Manufacturing Director,2,Single,4197,21123,2,Yes,Overtime,1,12,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,0-1 Years,16–20 Years,2,18,Medium,2,1,0,0,1
37,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,1462,Research & Development,R & D,11-20,11,3,Bachelor,Medical,EMP-1411,Low,1,6-10 Years,Female,94,$3000-$5000,High,High,3,1,Laboratory Technician,3,Single,3629,19106,4,No,Standard,0,18,3,9+,0-1 Years,1,0-2 Years,Low,1,16-20%,0,2-5 Years,6–10 Years,6,8,High,3,3,2,0,2
37,35-44,0,No,Active,0,Travel_Rarely,11+ Years,161,Research & Development,R & D,6-10,10,3,Bachelor,Life Sciences,EMP-2017,High,3,11-20 Years,Female,42,$10000-$15000,Very High,Very High,4,3,Research Director,4,Married,13744,15471,1,Yes,Overtime,1,25,4,1-2,6+ Years,4,6+ Years,Low,1,21%+,1,11+ Years,16–20 Years,2,16,High,3,16,11,6,8
37,35-44,0,No,Active,0,Travel_Rarely,11+ Years,1372,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-391,Very High,4,11-20 Years,Female,42,$0-$3000,High,Very High,3,1,Research Scientist,4,Single,2115,15881,1,No,Standard,0,12,3,1-2,4–5 Years,3,3-5 Years,Medium,2,11-15%,0,11+ Years,16–20 Years,3,17,High,3,17,12,5,7
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,124,Research & Development,R & D,0-5,3,3,Bachelor,Other,EMP-1062,Very High,4,6-10 Years,Female,35,$3000-$5000,High,Medium,3,2,Healthcare Representative,2,Single,4107,13848,3,No,Standard,0,15,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,0,2-5 Years,6–10 Years,3,8,Medium,2,4,3,0,1
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,228,Sales,Sales,6-10,6,4,Master,Medical,EMP-378,High,3,6-10 Years,Male,98,$5000-$7000,High,Very High,3,2,Sales Executive,4,Married,6502,22825,4,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,2-5 Years,6–10 Years,5,7,Very High,4,5,4,0,1
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,446,Research & Development,R & D,0-5,1,4,Master,Life Sciences,EMP-635,Medium,2,6-10 Years,Female,65,$5000-$7000,High,Medium,3,2,Manufacturing Director,2,Married,6447,15701,6,No,Standard,0,12,3,9+,4–5 Years,3,3-5 Years,Medium,2,11-15%,1,6-10 Years,6–10 Years,2,8,Medium,2,6,5,4,3
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,571,Research & Development,R & D,6-10,10,1,Below College,Life Sciences,EMP-802,Very High,4,6-10 Years,Female,82,$0-$3000,High,Low,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,Overtime,1,13,3,0,4–5 Years,3,3-5 Years,Medium,2,11-15%,2,2-5 Years,6–10 Years,3,6,Medium,2,5,3,4,3
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,671,Research & Development,R & D,11-20,19,3,Bachelor,Life Sciences,EMP-1631,High,3,6-10 Years,Male,85,$5000-$7000,High,High,3,2,Manufacturing Director,3,Married,5768,26493,3,No,Standard,0,17,3,9+,0-1 Years,1,0-2 Years,Low,1,16-20%,3,2-5 Years,6–10 Years,2,9,Medium,2,4,3,0,2
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,783,Research & Development,R & D,6-10,7,4,Master,Medical,EMP-1885,Very High,4,11-20 Years,Male,78,$3000-$5000,High,Low,3,2,Research Scientist,1,Married,4284,13588,5,Yes,Overtime,1,22,4,9+,0-1 Years,1,0-2 Years,High,3,21%+,1,2-5 Years,16–20 Years,2,16,High,3,5,3,0,4
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,799,Research & Development,R & D,0-5,1,3,Bachelor,Technical Degree,EMP-623,Medium,2,11-20 Years,Female,59,$7000-$10000,High,Very High,3,3,Manufacturing Director,4,Single,7491,23848,4,No,Standard,0,17,3,9+,0-1 Years,1,0-2 Years,Very High,4,16-20%,0,6-10 Years,11–15 Years,3,12,Very High,4,6,5,1,2
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,921,Research & Development,R & D,6-10,10,3,Bachelor,Medical,EMP-486,High,3,11-20 Years,Female,98,$3000-$5000,High,Low,3,1,Laboratory Technician,1,Married,3452,17663,6,No,Standard,0,20,4,9+,0-1 Years,1,0-2 Years,Medium,2,16-20%,1,2-5 Years,16–20 Years,3,17,High,3,5,4,0,3
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,1115,Research & Development,R & D,0-5,1,4,Master,Life Sciences,EMP-77,Low,1,6-10 Years,Male,51,$5000-$7000,Medium,High,2,2,Manufacturing Director,3,Divorced,5993,2689,1,No,Standard,0,18,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,1,6-10 Years,6–10 Years,2,7,Very High,4,7,5,0,7
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,1189,Sales,Sales,0-5,3,3,Bachelor,Life Sciences,EMP-152,High,3,11-20 Years,Male,87,$7000-$10000,High,Very High,3,3,Sales Executive,4,Single,7428,14506,2,No,Standard,0,12,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,0,2-5 Years,11–15 Years,3,12,High,3,5,3,1,3
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,1439,Research & Development,R & D,0-5,4,1,Below College,Life Sciences,EMP-1394,High,3,6-10 Years,Male,54,$0-$3000,High,High,3,1,Research Scientist,3,Married,2996,5182,7,Yes,Overtime,1,15,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,6-10 Years,6–10 Years,2,8,High,3,6,4,1,3
37,35-44,0,No,Active,0,Travel_Rarely,3-5 Years,1470,Research & Development,R & D,6-10,10,3,Bachelor,Medical,EMP-1640,Medium,2,6-10 Years,Female,71,$3000-$5000,High,Medium,3,1,Research Scientist,2,Married,3936,9953,1,No,Standard,0,11,3,1-2,6+ Years,4,6+ Years,Low,1,11-15%,1,6-10 Years,6–10 Years,2,8,Low,1,8,4,7,7
37,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,290,Research & Development,R & D,21+,21,3,Bachelor,Life Sciences,EMP-267,Medium,2,6-10 Years,Male,65,$3000-$5000,Very High,Low,4,1,Research Scientist,1,Married,3564,22977,1,Yes,Overtime,1,12,3,1-2,0-1 Years,1,0-2 Years,Low,1,11-15%,1,6-10 Years,6–10 Years,3,8,Medium,2,8,7,1,7
37,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,482,Research & Development,R & D,0-5,3,3,Bachelor,Other,EMP-689,High,3,6-10 Years,Male,36,$7000-$10000,High,High,3,3,Manufacturing Director,3,Married,9434,9606,1,No,Standard,0,15,3,1-2,6+ Years,4,6+ Years,High,3,11-15%,1,6-10 Years,6–10 Years,2,10,High,3,10,7,7,8
37,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,674,Research & Development,R & D,11-20,13,3,Bachelor,Medical,EMP-1543,Low,1,6-10 Years,Male,47,$3000-$5000,High,Very High,3,2,Research Scientist,4,Married,4285,3031,1,No,Standard,0,17,3,1-2,2–3 Years,2,3-5 Years,Low,1,16-20%,0,6-10 Years,6–10 Years,2,10,High,3,10,8,3,7
37,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,977,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-1196,Very High,4,11-20 Years,Female,56,$5000-$7000,Medium,Very High,2,2,Manufacturing Director,4,Married,6474,9961,1,No,Standard,0,13,3,1-2,2–3 Years,2,3-5 Years,Medium,2,11-15%,1,11+ Years,11–15 Years,2,14,Medium,2,14,8,3,11
37,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,1107,Research & Development,R & D,11-20,14,3,Bachelor,Life Sciences,EMP-515,Very High,4,11-20 Years,Female,95,$3000-$5000,High,Low,3,1,Laboratory Technician,1,Divorced,3034,26914,1,No,Standard,0,12,3,1-2,6+ Years,4,6+ Years,High,3,11-15%,1,11+ Years,16–20 Years,2,18,Medium,2,18,7,12,17
37,35-44,0,No,Active,0,Travel_Rarely,6-10 Years,1319,Research & Development,R & D,6-10,6,3,Bachelor,Medical,EMP-474,High,3,11-20 Years,Male,51,$5000-$7000,Very High,Low,4,2,Research Scientist,1,Divorced,5974,17001,4,Yes,Overtime,1,13,3,9+,6+ Years,4,6+ Years,Low,1,11-15%,2,6-10 Years,11–15 Years,2,13,High,3,7,7,6,7
37,35-44,1,Yes,Left,1,Travel_Frequently,0-2 Years,504,Research & Development,R & D,6-10,10,3,Bachelor,Medical,EMP-342,Low,1,11-20 Years,Male,61,$10000-$15000,High,High,3,3,Manufacturing Director,3,Divorced,10048,22573,6,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,2,0-1 Years,16–20 Years,5,17,High,3,1,0,0,0
37,35-44,1,Yes,Left,1,Travel_Rarely,0-2 Years,625,Sales,Sales,0-5,1,4,Master,Life Sciences,EMP-970,Low,1,11-20 Years,Male,46,$10000-$15000,Medium,High,2,3,Sales Executive,3,Married,10609,14922,5,No,Standard,0,11,3,9+,6+ Years,4,6+ Years,High,3,11-15%,0,11+ Years,16–20 Years,2,17,Low,1,14,1,11,7
37,35-44,1,Yes,Left,1,Travel_Rarely,0-2 Years,807,Human Resources,HR,6-10,6,4,Master,Human Resources,EMP-133,High,3,6-10 Years,Male,63,$0-$3000,High,Low,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,Overtime,1,22,4,9+,0-1 Years,1,0-2 Years,Very High,4,21%+,0,2-5 Years,6–10 Years,3,7,High,3,3,2,0,2
37,35-44,1,Yes,Left,1,Travel_Rarely,0-2 Years,1141,Research & Development,R & D,11-20,11,2,College,Medical,EMP-1033,Low,1,11-20 Years,Female,61,$3000-$5000,Low,Medium,1,2,Healthcare Representative,2,Married,4777,14382,5,No,Standard,0,15,3,9+,0-1 Years,1,0-2 Years,Low,1,11-15%,0,0-1 Years,11–15 Years,2,15,Low,1,1,0,0,0
37,35-44,1,Yes,Left,1,Travel_Rarely,0-2 Years,1373,Research & Development,R & D,0-5,2,2,College,Other,EMP-4,Very High,4,6-10 Years,Male,92,$0-$3000,Medium,High,2,1,Laboratory Technician,3,Single,2090,2396,6,Yes,Overtime,1,15,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,0-1 Years,6–10 Years,3,7,High,3,0,0,0,0
37,35-44,1,Yes,Left,1,Travel_Rarely,3-5 Years,370,Research & Development,R & D,6-10,10,4,Master,Medical,EMP-1809,Very High,4,6-10 Years,Male,58,$3000-$5000,High,Low,3,2,Manufacturing Director,1,Single,4213,4992,1,No,Standard,0,15,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,6-10 Years,6–10 Years,4,10,Low,1,10,3,0,8
38,35-44,0,No,Active,0,Non-Travel,11+ Years,573,Research & Development,R & D,6-10,6,3,Bachelor,Medical,EMP-107,Medium,2,11-20 Years,Female,79,$5000-$7000,Low,Very High,1,2,Research Scientist,4,Divorced,5329,15717,7,Yes,Overtime,1,12,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,3,11+ Years,16–20 Years,3,17,High,3,13,11,1,9
38,35-44,0,No,Active,0,Non-Travel,3-5 Years,152,Sales,Sales,6-10,10,3,Bachelor,Technical Degree,EMP-983,High,3,6-10 Years,Female,85,$5000-$7000,High,Very High,3,2,Sales Executive,4,Single,5666,19899,1,Yes,Overtime,1,13,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,6–10 Years,1,6,High,3,5,3,1,3
38,35-44,0,No,Active,0,Non-Travel,6-10 Years,1327,Sales,Sales,0-5,2,2,College,Life Sciences,EMP-361,Very High,4,11-20 Years,Male,39,$5000-$7000,Medium,Very High,2,2,Sales Executive,4,Married,5249,19682,3,No,Standard,0,18,3,9+,6+ Years,4,6+ Years,Very High,4,16-20%,1,6-10 Years,11–15 Years,0,13,High,3,8,7,7,5
38,35-44,0,No,Active,0,Non-Travel,6-10 Years,1336,Human Resources,HR,0-5,2,3,Bachelor,Human Resources,EMP-1805,Low,1,11-20 Years,Male,100,$0-$3000,High,Medium,3,1,Human Resources,2,Divorced,2592,7129,5,No,Standard,0,13,3,9+,2–3 Years,2,3-5 Years,Very High,4,11-15%,3,11+ Years,11–15 Years,3,13,High,3,11,10,3,8
38,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,594,Research & Development,R & D,0-5,2,2,College,Medical,EMP-1760,High,3,6-10 Years,Female,75,$0-$3000,Medium,Medium,2,1,Laboratory Technician,2,Married,2468,15963,4,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,6-10 Years,6–10 Years,4,9,Medium,2,6,1,0,5
38,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,693,Research & Development,R & D,6-10,7,3,Bachelor,Life Sciences,EMP-1382,Very High,4,0-5 Years,Male,57,$0-$3000,Very High,High,4,1,Research Scientist,3,Divorced,2610,15748,1,No,Standard,0,11,3,1-2,0-1 Years,1,0-2 Years,Very High,4,11-15%,3,2-5 Years,0–5 Years,2,4,High,3,4,2,0,3
38,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,1186,Research & Development,R & D,0-5,3,4,Master,Other,EMP-1060,High,3,6-10 Years,Male,44,$0-$3000,High,High,3,1,Research Scientist,3,Married,2821,2997,3,No,Standard,0,16,3,9+,2–3 Years,2,0-2 Years,Low,1,16-20%,1,2-5 Years,6–10 Years,2,8,High,3,2,2,2,2
38,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,1391,Research & Development,R & D,6-10,10,1,Below College,Medical,EMP-1006,High,3,0-5 Years,Male,66,$0-$3000,High,High,3,1,Research Scientist,3,Married,2684,12127,0,No,Standard,0,17,3,0,0-1 Years,1,0-2 Years,Medium,2,16-20%,1,2-5 Years,0–5 Years,0,3,Medium,2,2,1,0,2
38,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,1444,Human Resources,HR,0-5,1,4,Master,Other,EMP-1972,Very High,4,6-10 Years,Male,88,$0-$3000,High,Medium,3,1,Human Resources,2,Married,2991,5224,0,Yes,Overtime,1,11,3,0,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,6-10 Years,6–10 Years,2,7,High,3,6,2,1,2
38,35-44,0,No,Active,0,Travel_Frequently,0-2 Years,1490,Research & Development,R & D,0-5,2,2,College,Life Sciences,EMP-556,Very High,4,0-5 Years,Male,42,$0-$3000,High,Very High,3,1,Laboratory Technician,4,Married,1702,12106,1,Yes,Overtime,1,23,4,1-2,0-1 Years,1,0-2 Years,High,3,21%+,1,0-1 Years,0–5 Years,3,1,High,3,1,0,0,0
38,35-44,0,No,Active,0,Travel_Frequently,11+ Years,1189,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-1668,Very High,4,11-20 Years,Male,90,$3000-$5000,High,Very High,3,2,Research Scientist,4,Married,4735,9867,7,No,Standard,0,15,3,9+,2–3 Years,2,0-2 Years,Very High,4,11-15%,2,11+ Years,16–20 Years,4,19,Very High,4,13,11,2,9
38,35-44,0,No,Active,0,Travel_Frequently,11+ Years,1394,Research & Development,R & D,6-10,8,3,Bachelor,Medical,EMP-1937,Very High,4,11-20 Years,Female,58,$0-$3000,Medium,Medium,2,2,Research Scientist,2,Divorced,2133,18115,1,Yes,Overtime,1,16,3,1-2,0-1 Years,1,0-2 Years,High,3,16-20%,1,11+ Years,16–20 Years,3,20,High,3,20,11,0,7
38,35-44,0,No,Active,0,Travel_Frequently,3-5 Years,148,Research & Development,R & D,0-5,2,3,Bachelor,Medical,EMP-1675,Very High,4,0-5 Years,Female,42,$0-$3000,Medium,Medium,2,1,Laboratory Technician,2,Single,2440,23826,1,No,Standard,0,22,4,1-2,2–3 Years,2,3-5 Years,Medium,2,21%+,0,2-5 Years,0–5 Years,3,4,High,3,4,3,3,3
38,35-44,0,No,Active,0,Travel_Frequently,3-5 Years,471,Research & Development,R & D,11-20,12,3,Bachelor,Life Sciences,EMP-837,Low,1,11-20 Years,Male,45,$5000-$7000,Medium,Low,2,2,Healthcare Representative,1,Divorced,6288,4284,2,No,Standard,0,15,3,1-2,0-1 Years,1,0-2 Years,High,3,11-15%,1,2-5 Years,11–15 Years,3,13,Medium,2,4,3,1,2
38,35-44,0,No,Active,0,Travel_Frequently,3-5 Years,508,Research & Development,R & D,6-10,6,4,Master,Life Sciences,EMP-1997,Low,1,6-10 Years,Male,72,$5000-$7000,Medium,High,2,2,Manufacturing Director,3,Married,5321,14284,2,No,Standard,0,11,3,1-2,6+ Years,4,6+ Years,Very High,4,11-15%,1,6-10 Years,6–10 Years,1,10,High,3,8,3,7,7
38,35-44,0,No,Active,0,Travel_Frequently,3-5 Years,653,Research & Development,R & D,21+,29,5,Doctor,Life Sciences,EMP-79,Very High,4,6-10 Years,Female,50,$0-$3000,High,Very High,3,2,Laboratory Technician,4,Single,2406,5456,1,No,Standard,0,11,3,1-2,6+ Years,4,6+ Years,Very High,4,11-15%,0,6-10 Years,6–10 Years,2,10,High,3,10,3,9,9
38,35-44,0,No,Active,0,Travel_Frequently,3-5 Years,888,Human Resources,HR,6-10,10,4,Master,Human Resources,EMP-1563,High,3,6-10 Years,Male,71,$5000-$7000,High,High,3,2,Human Resources,3,Married,6077,14814,3,No,Standard,0,11,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,0,6-10 Years,6–10 Years,2,10,High,3,6,3,1,2
38,35-44,0,No,Active,0,Travel_Frequently,6-10 Years,216,Research & Development,R & D,21+,23,3,Bachelor,Life Sciences,EMP-12,Very High,4,6-10 Years,Male,44,$7000-$10000,Medium,High,2,3,Manufacturing Director,3,Single,9526,8787,0,No,Standard,0,21,4,0,0-1 Years,1,0-2 Years,Medium,2,21%+,0,6-10 Years,6–10 Years,2,10,High,3,9,7,1,8
38,35-44,0,No,Active,0,Travel_Frequently,6-10 Years,240,Research & Development,R & D,0-5,2,4,Master,Life Sciences,EMP-803,Low,1,11-20 Years,Female,75,$5000-$7000,Very High,Low,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,Overtime,1,12,3,9+,4–5 Years,3,3-5 Years,Very High,4,11-15%,0,11+ Years,16–20 Years,2,17,High,3,15,7,4,12
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,130,Sales,Sales,0-5,2,2,College,Marketing,EMP-1125,Very High,4,6-10 Years,Male,32,$7000-$10000,High,Medium,3,3,Sales Executive,2,Single,7351,20619,7,No,Standard,0,16,3,9+,0-1 Years,1,0-2 Years,High,3,16-20%,0,0-1 Years,6–10 Years,2,10,High,3,1,0,0,0
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,168,Research & Development,R & D,0-5,1,3,Bachelor,Life Sciences,EMP-743,High,3,6-10 Years,Female,81,$7000-$10000,High,High,3,3,Manufacturing Director,3,Single,7861,15397,4,Yes,Overtime,1,14,3,9+,0-1 Years,1,0-2 Years,Very High,4,11-15%,0,0-1 Years,6–10 Years,4,10,Very High,4,1,0,0,0
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,268,Research & Development,R & D,0-5,2,5,Doctor,Medical,EMP-773,Very High,4,6-10 Years,Male,92,$3000-$5000,High,High,3,1,Research Scientist,3,Married,3057,20471,6,Yes,Overtime,1,13,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,0-1 Years,6–10 Years,0,6,Low,1,1,0,0,1
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,322,Sales,Sales,6-10,7,2,College,Medical,EMP-382,Low,1,6-10 Years,Female,44,$5000-$7000,Very High,Low,4,2,Sales Executive,1,Divorced,5605,19191,1,Yes,Overtime,1,24,4,1-2,6+ Years,4,6+ Years,High,3,21%+,1,6-10 Years,6–10 Years,3,8,High,3,8,0,7,7
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,362,Research & Development,R & D,0-5,1,1,Below College,Life Sciences,EMP-662,High,3,6-10 Years,Female,43,$0-$3000,High,Low,3,1,Research Scientist,1,Single,2619,14561,3,No,Standard,0,17,3,9+,0-1 Years,1,0-2 Years,Very High,4,16-20%,0,0-1 Years,6–10 Years,3,8,Medium,2,0,0,0,0
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,364,Research & Development,R & D,0-5,3,5,Doctor,Technical Degree,EMP-193,Very High,4,11-20 Years,Female,32,$3000-$5000,High,High,3,2,Research Scientist,3,Single,4317,2302,3,Yes,Overtime,1,20,4,9+,2–3 Years,2,0-2 Years,Medium,2,16-20%,0,2-5 Years,16–20 Years,2,19,High,3,3,2,2,2
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,371,Research & Development,R & D,0-5,2,3,Bachelor,Life Sciences,EMP-24,Very High,4,6-10 Years,Male,45,$3000-$5000,High,Very High,3,1,Research Scientist,4,Single,3944,4306,5,Yes,Overtime,1,11,3,9+,0-1 Years,1,0-2 Years,High,3,11-15%,0,2-5 Years,6–10 Years,3,6,High,3,3,2,1,2
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,395,Sales,Sales,6-10,9,3,Bachelor,Marketing,EMP-893,Medium,2,0-5 Years,Male,98,$0-$3000,Medium,Medium,2,1,Sales Representative,2,Married,2899,12102,0,No,Standard,0,19,3,0,0-1 Years,1,0-2 Years,Very High,4,16-20%,1,2-5 Years,0–5 Years,3,3,High,3,2,2,1,2
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,437,Sales,Sales,11-20,16,3,Bachelor,Life Sciences,EMP-1583,Medium,2,6-10 Years,Female,90,$3000-$5000,High,Medium,3,2,Sales Executive,2,Single,4198,16379,2,No,Standard,0,12,3,1-2,0-1 Years,1,0-2 Years,Medium,2,11-15%,0,2-5 Years,6–10 Years,5,8,Very High,4,3,2,1,2
38,35-44,0,No,Active,0,Travel_Rarely,0-2 Years,688,Research & Development,R & D,21+,23,4,Master,Life Sciences,EMP-393,Very High,4,6-10 Years,Male,82,$5000-$7000,High,Very High,3,2,Healthcare Representative,4,Divorced,5745,18899,9,No,Standard,0,14,3,9+,0-1 Years,1,0-2 Years,Medium,2,11-15%,1,2-5 Years,6–10 Years,2,10,High,3,2,2,1,2
